"YearOfChange","ChangeDescription","APCFamily","FamilyCode","OldCode","Code","SplCode","TreeCode","ScientificName","Lifeform","Authority","EnglishName_Old","EnglishName","common_name_pb","Notes_on_names","ShortenedGuideName","Native","Codetype","Province","ID","TaxonLevel","IsAttribute","Report","SplCode_calc","Codelength","CombinedEnglishName"
"2009","now synonym","ASTERAC","ASTERAC","LEONSAX1","LEONSAX2","LEONSAX",,"Leontodon saxatilis ssp. taraxacoides",7,"(Vill.) Holub & Moravec",,,,,,,"S","BC",17797,"ssp",0,0,"LEONSAX",9,
"2009","new exotic","ASTERAC","ASTERAC","LEONSAX2","LEONSAX2","LEONSAX",,"Leontodon saxatilis ssp. saxatilis",7,"Larmarck","hairy hawkbit","hairy hawkbit","hairy hawkbit","All agree",,"E","U","BC",25108,"ssp",0,1,"LEONSAX",9,
"2009","now synonym","ASTERAC","ASTERAC","LEONTAR","LEONSAX2","LEONSAX",,"Leontodon taraxacoides",7,"(Vill.) Mérat",,,,,,,"S","BC",17799,"spp",0,0,"LEONTAR",9,
"2022","Replaced by new upper taxa codes","ASTERAC","ASTERAC","LEONTOD","LEONTODO","LEONTODO",,"Leontodon spp.",7,"L.",,"hawkbits","hawkbit","FNA agrees",,"E","S","BC",17798,"gen",0,1,"LEONTODO",9,
"2022","New coding for upper taxa","ASTERAC","ASTERAC","LEONTODO","LEONTODO","LEONTODO",,"Leontodon spp.",7,"L.",,"hawkbits","hawkbit","FNA agrees",,"E","U","BC",17798,"gen",0,1,"LEONTODO",9,
"2022","Replaced by new upper taxa codes","LAMIACE","LAMIACE","LEONURU","LEONURUS","LEONURUS",,"Leonurus spp.",7,,,"motherworts",,,,"E","S","BC",17801,"gen",0,1,"LEONURUS",8,
"2022","New coding for upper taxa","LAMIACE","LAMIACE","LEONURUS","LEONURUS","LEONURUS",,"Leonurus spp.",7,,,"motherworts",,,,"E","U","BC",17801,"gen",0,1,"LEONURUS",8,
"2010","now synonym",,"BRASSIA","CARDPUB","LEPIAPP","LEPIAPP",,"Cardaria pubescens",7,"(C.A. Mey.) Jarm.",,,,,,,"S","BC",16993,"spp",0,0,"CARDPUB",8,
"2010","new exotic","BRASSIA","BRASSIA","LEPIAPP","LEPIAPP","LEPIAPP",,"Lepidium appelianum",7,"Al-Shehbaz","globe-pod hoary-cress","globe-pod hoary-cress","globe-pod hoarycress","no hyphen in vascan",,"E","U","BC",25173,"spp",0,1,"LEPIAPP",8,
,,"BRASSIA","BRASSIA","LEPICAM","LEPICAM","LEPICAM",,"Lepidium campestre",7,"(L.) R. Br.","field pepper-grass","field pepper-grass","field peppergrass","no hyphen",,"E","U","BC",17803,"spp",0,1,"LEPICAM",8,
,,,"BRASSIA","CARDCHA","LEPICHA","LEPICHA",,"Cardaria chalapensis",7,"(L.) Handel-Mazzetti",,,,,,,"S","BC",16990,"spp",0,0,"CARDCHA",8,
"2010","now synonym",,"BRASSIA","CARDDRA1","LEPICHA","LEPICHA",,"Cardaria draba ssp. chalapensis",7,"(L.) O.E. Schulz",,,,,,,"S","BC",16992,"ssp",0,0,"CARDDRA",8,
"2010","new exotic","BRASSIA","BRASSIA","LEPICHA","LEPICHA","LEPICHA",,"Lepidium chalepense",7,"L.","Chalapa hoary-cress","Chalapa pepper-grass","Chalapa hoarycress","Chalapa peppergrass. Vascan has lens-pod hoarycress",,"E","U","BC",25171,"spp",0,1,"LEPICHA",8,
,,"BRASSIA","BRASSIA","LEPIDEN","LEPIDEN","LEPIDEN",,"Lepidium densiflorum",7,"Schrad.","prairie pepper-grass","common pepper-grass","common peppergrass",,,"N","U","BC",17804,"spp",0,1,"LEPIDEN",8,
"2012","now synonym, no var recognized pb","BRASSIA","BRASSIA","LEPIDEN1","LEPIDEN","LEPIDEN",,"Lepidium densiflorum var. densiflorum",7,,"prairie pepper-grass",,,,,,"S","BC",17805,"var",0,0,"LEPIDEN",8,
"2012","now synonym, no var recognized, pb","BRASSIA","BRASSIA","LEPIDEN2","LEPIDEN","LEPIDEN",,"Lepidium densiflorum var. elongatum",7,"(Rydb.) Thell.","prairie pepper-grass",,,,,,"S","BC",17806,"var",0,0,"LEPIDEN",8,
"2012","now synonym, no var recognized, pb","BRASSIA","BRASSIA","LEPIDEN3","LEPIDEN","LEPIDEN",,"Lepidium densiflorum var. macrocarpum",7,"Mulligan","prairie pepper-grass",,,,,,"S","BC",17807,"var",0,0,"LEPIDEN",8,
"2012","now synonym, no var recognized, pb","BRASSIA","BRASSIA","LEPIDEN4","LEPIDEN","LEPIDEN",,"Lepidium densiflorum var. pubicarpum",7,"(A. Nelson) Thell.","prairie pepper-grass",,,,,,"S","BC",17808,"var",0,0,"LEPIDEN",8,
"2017b","syn","BRASSIA","BRASSIA","CORODID","LEPIDID","LEPIDID",,"Coronopus didymus",7,"(L.) Sm.","lesser swine-cress",,,,,,"S","BC",17273,"spp",0,0,"CORODID",9,
"2017b","new","BRASSIA","BRASSIA","LEPIDID","LEPIDID","LEPIDID",,"Lepidium didymum",7,"L.","lesser swine-cress","lesser pepper-grass","lesser swinecress","Vascan has lesser swinecress.",,"E","U","BC",1136397,"spp",0,1,"LEPIDID",8,
"2022","Replaced by new upper taxa codes","BRASSIA","BRASSIA","LEPIDIU","LEPIDIUM","LEPIDIUM",,"Lepidium spp.",7,,,"pepper-grass",,,,"N","S","BC",18329,"gen",0,1,"LEPIDIUM",8,
"2022","New coding for upper taxa","BRASSIA","BRASSIA","LEPIDIUM","LEPIDIUM","LEPIDIUM",,"Lepidium spp.",7,,,"pepper-grass",,,,"N","U","BC",18329,"gen",0,1,"LEPIDIUM",8,
"2022","New coding for upper taxa",,"LEPIDOI","LEPIDOZ_","LEPIDOZ_","LEPIDOZ_",,"Lepidoziaceae",10,"Limpr.",,,,,,"N","U",,21653,"fam",0,0,"LEPIDOZ_",13,
"2022","Replaced by new upper taxa codes",,"LEPIDOI","LEPIDOZI","LEPIDOZ_","LEPIDOZ_",,"Lepidoziaceae",10,"Limpr.",,,,,,"N","S",,21653,"fam",0,0,"LEPIDOZ_",13,
"2022","Replaced by new upper taxa codes",,"LEPIDOI","LEPIDOZ","LEPIDOZI","LEPIDOZI",,"Lepidozia spp.",10,"(Dumort.) Dumort.",,,,,,"N","S","BC",21652,"gen",0,1,"LEPIDOZI",9,
"2022","New coding for upper taxa",,"LEPIDOI","LEPIDOZI","LEPIDOZI","LEPIDOZI",,"Lepidozia spp.",10,"(Dumort.) Dumort.",,,,,,"N","U","BC",21652,"gen",0,1,"LEPIDOZI",9,
"2010","now synonym",,"BRASSIA","CARDDRA","LEPIDRA","LEPIDRA",,"Cardaria draba",7,"(L.) Desv.",,,,,,,"S","BC",16991,"spp",0,0,"CARDDRA",8,
"2010","now synonym",,"BRASSIA","CARDDRA2","LEPIDRA","LEPIDRA",,"Cardaria draba ssp. draba",7,,,,,,,,"S","BC",24158,"ssp",0,0,"CARDDRA",8,
"2010","new exotic","BRASSIA","BRASSIA","LEPIDRA","LEPIDRA","LEPIDRA",,"Lepidium draba",7,"L.","heart-podded hoary-cress","heart-podded hoary-cress","heart-podded hoarycress","Vascan has heart-pod hoarycress. Heart-podded is better. Can we do peppergrass.",,"E","U","BC",25172,"spp",0,1,"LEPIDRA",8,
,,,"LEPIDOI","LEPIFIL","LEPIFIL","LEPIFIL",,"Lepidozia filamentosa",10,"(Lehm. et Lindenb.) Lindenb.",,,,,,"N","U","BC",21649,"spp",0,1,"LEPIFIL",9,
,,"BRASSIA","BRASSIA","LEPIHET","LEPIHET","LEPIHET",,"Lepidium heterophyllum",7,"(DC.) Benth.","Smith's pepper-grass","Smith's pepper-grass","Smith's peppergrass",,,"E","U","BC",17809,"spp",0,1,"LEPIHET",8,
,,,"BRASSIA","LEPISMI","LEPIHET","LEPIHET",,"Lepidium smithii",7,"Hook.",,,,,,,"S","BC",24178,"spp",0,0,"LEPISMI",8,
,,"BRASSIA","BRASSIA","LEPILAT","LEPILAT","LEPILAT",,"Lepidium latifolium",7,"L.","broad-leaved pepper-grass","broad-leaved pepper-grass","broad-leaved peppergrass",,,"E","U","BC",24179,"spp",0,1,"LEPILAT",8,
,,"BRASSIA","BRASSIA","LEPIOXY","LEPIOXY","LEPIOXY",,"Lepidium oxycarpum",7,"T. & G.","forked pepper-grass","forked pepper-grass","forked peppergrass",,,"N","U","BC",24743,"spp",0,1,"LEPIOXY",8,
,,"BRASSIA","BRASSIA","LEPIPER","LEPIPER","LEPIPER",,"Lepidium perfoliatum",7,"L.","clasping-leaved pepper-grass","clasping-leaved pepper-grass","clasping-leaved peppergrass",,,"E","U","BC",18326,"spp",0,1,"LEPIPER",8,
"2017b","syn","BRASSIA","BRASSIA","LEPIBOU","LEPIRAM","LEPIRAM",,"Lepidium bourgeauanum",7,"Thell.",,,,,,,"S","BC",17802,"spp",0,0,"LEPIBOU",8,
,,"BRASSIA","BRASSIA","LEPIRAM","LEPIRAM","LEPIRAM",,"Lepidium ramosissimum",7,"A. Nels.","clasping-leaved pepper-grass","branched pepper-grass",,,,"N","U","BC",18327,"spp",0,1,"LEPIRAM",8,
"2017b","syn",,"BRASSIA","LEPIRAM1","LEPIRAM","LEPIRAM",,"Lepidium ramosissimum var. bourgeauanum",7,"(Thell.) Rollins",,,,,,,"S","BC",24177,"var",0,0,"LEPIRAM",8,
,,,"LEPIDOI","LEPIREP","LEPIREP","LEPIREP",,"Lepidozia reptans",10,"(L.) Dum.","little-hands liverwort","little-hands liverwort",,,,"N","U","BC",21650,"spp",0,1,"LEPIREP",9,
,,"BRASSIA","BRASSIA","LEPIRUD","LEPIRUD","LEPIRUD",,"Lepidium ruderale",7,"L.","roadside pepperweed","roadside pepper-grass","roadside peppergrass",,,"E","U","BC",24744,"spp",0,1,"LEPIRUD",8,
"2019pb","Now excluded. KG has X question mark.",,"LEPIDOI","LEPISAN","LEPISAN","LEPISAN",,"Lepidozia sandvicensis",10,"Lindenb.",,,,,,"N","X","BC",21651,"spp",0,0,"LEPISAN",9,
,,"BRASSIA","BRASSIA","LEPISAT","LEPISAT","LEPISAT",,"Lepidium sativum",7,"L.","garden cress","garden pepper-grass",,,,"E","U","BC",18328,"spp",0,1,"LEPISAT",8,
,,"BRASSIA","BRASSIA","LEPIVIR","LEPIVIR","LEPIVIR",,"Lepidium virginicum",7,"L.","tall pepper-grass","poor-man's pepper-grass",,,,"N","U","BC",18330,"spp",0,1,"LEPIVIR",8,
"2017b","syn","BRASSIA","BRASSIA","LEPIVIR1","LEPIVIR2","LEPIVIR",,"Lepidium virginicum var. menziesii",7,"(DC.) C.L. Hitchc.",,,,,,,"S","BC",24745,"var",0,0,"LEPIVIR",8,
"2017b","new","BRASSIA","BRASSIA","LEPIVIR2","LEPIVIR2","LEPIVIR",,"Lepidium virginicum ssp. menziesii",7,"(DC.) Thell.","Menzie's peppergrass","Menzies' pepper-grass",,,,"N","U","BC",1136426,"ssp",0,1,"LEPIVIR",8,
"2019pb","Addition, 2018 review",,,"LEPRALB","LEPRALB","LEPRALB",,"Lepraria albicans ",15,"(Th.Fr.) Lendemer & Hodkinson",,,,,,"N","U","BC",1137814,"spp",0,1,"LEPRALB",8,
"2019pb","Syn of Lepraria but same code",,"NOTUSED","LEPRALB","LEPRALB","LEPRALB",,"Leprocaulon albicans",15,"(Th. Fr.) Nyl.","greater cottonthread","greater cottonthread lichen",,,,"N","XX","BC",23010,"spp",0,0,"LEPRALB",11,
,,,"NOTUSED","STERALB","LEPRALB","LEPRALB",,"Stereocaulon albicans",11,"Th. Fr.",,,,,,"N","S","BC",23688,"spp",0,0,"STERALB",12,
"2019pb","Addition, 2018 review. Not in Essl.",,,"LEPRALP","LEPRALP","LEPRALP",,"Lepraria alpina ",15,"(B. de Lesd.) Tretiach & Baruffo",,,,,,"N","U","BC",1137815,"spp",0,1,"LEPRALP",8,
"2019pb","Addition, 2018 review",,,"LEPRAME","LEPRAME","LEPRAME",,"Leprocaulon americanum ",15,"Lendemer & Hodkinson",,,,,,"N","U","BC",1137828,"spp",0,1,"LEPRAME",11,
"2019pb","Tax update. Syn of Leprocaulon americanum",,"NOTUSED","STERMIC","LEPRAME","LEPRAME",,"Stereocaulon microscopicum",11,"(Vill.) Frey",,,,"no common name",,"N","S","BC",23695,"spp",0,0,"STERMIC",12,
"2022","Replaced by new upper taxa codes",,"NOTUSED","LEPRARI","LEPRARIA","LEPRARIA",,"Lepraria spp.",15,,,,,,,"N","S","BC",23009,"gen",0,1,"LEPRARIA",8,
"2022","New coding for upper taxa",,"NOTUSED","LEPRARIA","LEPRARIA","LEPRARIA",,"Lepraria spp.",15,,,,,,,"N","U","BC",23009,"gen",0,1,"LEPRARIA",8,
"2019pb","Addition, 2018 review",,,"LEPRATO","LEPRATO","LEPRATO",,"Leptorhaphis atomaria ",15,"(Ach.) Szatala",,,,,,"N","U","BC",1137829,"spp",0,1,"LEPTATO",12,
"2019pb","Addition, 2018 review. Not in Essl.",,,"LEPRBOR","LEPRBOR","LEPRBOR",,"Lepraria borealis ",15,"Loht. & Tønsberg ",,,,,,"N","U","BC",1137816,"spp",0,1,"LEPRBOR",8,
"2019pb","Addition, 2018 review",,,"LEPRBRO","LEPRBRO","LEPRBRO",,"Lepraria brodoi ",15,"Lendemer & Tønsberg",,,,,,"N","U","BC",1137817,"spp",0,1,"LEPRBRO",8,
,,,"NOTUSED","LEPRCAC","LEPRCAC","LEPRCAC",,"Lepraria cacuminum",15,"(Massal.) Lohtander",,,,,,"N","U","BC",22999,"spp",0,1,"LEPRCAC",8,
,,,"NOTUSED","LEPRCRA","LEPRCRA","LEPRCRA",,"Lepraria crassissima",15,"(Hue) Lettau",,,,,,"N","U","BC",23002,"spp",0,1,"LEPRCRA",8,
"2019pb","Addition, 2018 review",,,"LEPRDIF","LEPRDIF","LEPRDIF",,"Lepraria diffusa ",15,"(J.R.Laundon) Kukwa",,,,,,"N","U","BC",1137819,"spp",0,1,"LEPRDIF",8,
"2019pb","Syn but same coding Lepraria",,"NOTUSED","LEPRDIF","LEPRDIF","LEPRDIF",,"Leproloma diffusum",15,"J. R. Laundon",,,,,,"N","XX","BC",23014,"spp",0,0,"LEPRDIF",9,
"2019pb","Syn. Var is lumped",,"NOTUSED","LEPRDIF1","LEPRDIF","LEPRDIF",,"Leproloma diffusum var. diffusum",15,,,,,,,"N","S","BC",23015,"var",0,0,"LEPRDIF",9,
,,,"NOTUSED","LEPREBU","LEPREBU","LEPREBU",,"Lepraria eburnea",15,"J. R. Laundon",,,,,,"N","U","BC",23003,"spp",0,1,"LEPREBU",8,
"2019pb","Syn",,"NOTUSED","LEPRFRI","LEPREBU","LEPREBU",,"Lepraria frigida",15,"J. R. Laundon",,,,,,"N","S","BC",23004,"spp",0,0,"LEPRFRI",8,
"2019pb","Addition, 2018 review",,,"LEPRELO","LEPRELO","LEPRELO",,"Lepraria elobata ",15,"Tønsberg ",,,,,,"N","U","BC",1137820,"spp",0,1,"LEPRELO",8,
"2019pb","Addition, 2018 review",,,"LEPRFIN","LEPRFIN","LEPRFIN",,"Lepraria finkii ",15,"(B. de Lesd.) R.C.Harris",,,,,,"N","U","BC",1137821,"spp",0,1,"LEPRFIN",8,
,,,"NOTUSED","LEPRAER","LEPRINC","LEPRINC",,"Lepraria aeruginosa",15,"auct.",,,,,,,"S","BC",22997,"spp",0,0,"LEPRAER",8,
,,,"NOTUSED","LEPRINC","LEPRINC","LEPRINC",,"Lepraria incana",15,"(L.) Ach.",,,,,,"N","U","BC",23005,"spp",0,1,"LEPRINC",8,
"2019pb","Addition, 2018 review",,,"LEPRJAC","LEPRJAC","LEPRJAC",,"Lepraria jackii ",15,"Tønsberg ",,,,,,"N","U","BC",1137822,"spp",0,1,"LEPRJAC",8,
"2019pb","Syn but same LEPR coding Lepraria",,"NOTUSED","LEPRMEB","LEPRMEM","LEPRMEM",,"Leproloma membranaceum",15,"(Dickson) Vainio",,,,,,"N","S","BC",23016,"spp",0,0,"LEPRMEM",9,
"2019pb","was syn now included. 2018 review",,"NOTUSED","LEPRMEM","LEPRMEM","LEPRMEM",,"Lepraria membranacea",15,"(Dickson) Vainio",,,,,,"N","U","BC",23006,"spp",0,1,"LEPRMEM",8,
,,,"NOTUSED","LEPRMIC","LEPRMIC","LEPRMIC",,"Leprocaulon microscopicum",15,"(Vill.) D. Hawksw.","yellow cottonthread","yellow cottonthread lichen",,,,"N","U","BC",23011,"spp",0,1,"LEPRMIC",11,
,,,"NOTUSED","LEPRNEG","LEPRNEG","LEPRNEG",,"Lepraria neglecta",15,"(Nyl.) Erichsen",,,,,,"N","U","BC",23007,"spp",0,1,"LEPRNEG",8,
"2019pb","Addition, 2018 review",,,"LEPRNIV","LEPRNIV","LEPRNIV",,"Lepraria nivalis ",15,"J.R.Laundon",,,,,,"N","U","BC",1137823,"spp",0,1,"LEPRNIV",8,
"2022","Replaced by new upper taxa codes",,"NOTUSED","LEPROCA","LEPROCAU","LEPROCAU",,"Leprocaulon spp.",15,,"cottonthread lichens","cottonthread lichens",,,,"N","S","BC",23012,"gen",0,1,"LEPROCAU",11,
"2022","New coding for upper taxa",,"NOTUSED","LEPROCAU","LEPROCAU","LEPROCAU",,"Leprocaulon spp.",15,,"cottonthread lichens","cottonthread lichens",,,,"N","U","BC",23012,"gen",0,1,"LEPROCAU",11,
"2022","Replaced by new upper taxa codes",,"NOTUSED","LEPROLO","LEPROLOM","LEPROLOM",,"Leproloma spp.",15,,,,,,,"N","S","BC",23017,"gen",0,0,"LEPROLOM",9,
"2022","New coding for upper taxa",,"NOTUSED","LEPROLOM","LEPROLOM","LEPROLOM",,"Leproloma spp.",15,,,,,,,"N","U","BC",23017,"gen",0,0,"LEPROLOM",9,
"2019pb","Addition, 2018 review",,,"LEPRPAC","LEPRPAC","LEPRPAC",,"Lepraria pacifica ",15,"Lendemer",,,,,,"N","U","BC",1137824,"spp",0,1,"LEPRPAC",8,
,,,"NOTUSED","LEPRRIG","LEPRRIG","LEPRRIG",,"Lepraria rigidula",15,"(de Lesd.) Tønsberg",,,,,,"N","U","BC",23008,"spp",0,1,"LEPRRIG",8,
,,,"NOTUSED","LEPRSUA","LEPRSUA","LEPRSUA",,"Leprocaulon subalbicans",15,"(Lamb) Lamb & Ward","lesser cottonthread","lesser cottonthread lichen",,,,"N","U","BC",23013,"spp",0,1,"LEPRSUB",11,
"2019pb","Addition, 2018 review",,,"LEPRSUB","LEPRSUB","LEPRSUB",,"Lepraria subalbicans ",15,"(I.M.Lamb) Lendemer & Hodkinson",,,,,,"N","U","BC",1137825,"spp",0,1,"LEPRSUB",8,
,,,"NOTUSED","STERSUB","LEPRSUB","LEPRSUB",,"Stereocaulon subalbicans",11,"Lamb",,,,,,"N","S","BC",23705,"spp",0,0,"STERSUB",12,
"2019pb","Addition, 2018 review",,,"LEPRTOR","LEPRTOR","LEPRTOR",,"Lepraria torii ",15,"Pérez-Ortega & T. Sprib.",,,,,,"N","U","BC",1137826,"spp",0,1,"LEPRTOR",8,
,,,"NOTUSED","LEPRARC","LEPRVOU","LEPRVOU",,"Lepraria arctica",15,"(Lynge) Wetmore",,,,,,,"S","BC",22998,"spp",0,0,"LEPRARC",8,
"2019pb","Addition, 2018 review",,,"LEPRVOU","LEPRVOU","LEPRVOU",,"Lepraria vouauxii ",15,"(Hue) R.C.Harris",,,,,,"N","U","BC",1137827,"spp",0,1,"LEPRVOU",8,
"2019pb","Syn but same LEPR coding for Lepraria",,"NOTUSED","LEPRVOU","LEPRVOU","LEPRVOU",,"Leproloma vouauxii",15,"(Hue) J. R. Laundon",,,,,,"N","XX","BC",23018,"spp",0,0,"LEPRVOU",9,
,,,"NOTUSED","LEPTALB","LEPTALB","LEPTALB",,"Leptochidium albociliatum",11,"(Desmaz.) Choisy","whiskered codger","whiskered codger lichen",,,,"N","U","BC",23019,"spp",0,1,"LEPTALB",12,
"2019pb","now syn of Leptochidium",,"NOTUSED","POLYALB","LEPTALB","LEPTALB",,"Polychidium albociliatum",11,"(Desmaz.) Zahlbr.",,,,,,"N","S","BC",23466,"spp",0,0,"POLYALB",11,
"2022","Replaced by new upper taxa codes","SAXIFRG","SAXIFRG","LEPTARR","LEPTARRH","LEPTARRH",,"Leptarrhena spp.",7,,,"leatherleaf saxifrages",,,,"N","S","BC",18332,"gen",0,1,"LEPTARRH",11,
"2022","New coding for upper taxa","SAXIFRG","SAXIFRG","LEPTARRH","LEPTARRH","LEPTARRH",,"Leptarrhena spp.",7,,,"leatherleaf saxifrages",,,,"N","U","BC",18332,"gen",0,1,"LEPTARRH",11,
"2019pb","is this excluded? N. American species?",,"Collemat","LEPTBRB","LEPTBRB","LEPTBRB",,"Leptogium brebissonii",11,"Mont.","jujube vinyl","jujube vinyl lichen","jujube jellyskin lichen",,,"N","U","BC",23021,"spp",0,1,"LEPTBRE",9,
"2019pb","MisID in N. America now excluded",,"Collemat","LEPTBUN","LEPTBUN","LEPTBUN",,"Leptogium burnetiae",11,"C. W. Dodge","moonlit vinyl","moonlit vinyl lichen","long-bearded jellyskin lichen",,,"N","X","BC",23022,"spp",0,1,"LEPTBUR",9,
,,,"Collemat","LEPTCAL","LEPTCAL","LEPTCAL",,"Leptogium californicum",11,"Tuck.","midlife vinyl","midlife vinyl lichen",,,,"N","U","BC",23024,"spp",0,1,"LEPTCAL",9,
"2019pb","Addition.",,"Collemat","LEPTCOM","LEPTCOM","LEPTCOM",,"Leptogium compactum",11,"D.F.Stone, F.L.Anderson & J.W.Hinds",,,,,,"N","U","BC",1136891,"spp",0,1,"LEPTCOM",9,
"2019pb","Taxonomy update",,"NOTUSED","LEPTCON","LEPTCON","LEPTCON",,"Leptogidium contortum",11,"(Henssen) T. Sprib. and Muggia","Maritime woollybear","Maritime woollybear lichen","Maritime woollybear lichen",,,"N","U","BC",1152945,"spp",0,0,"LEPTCON",11,
"2019pb","Now syn of Leptogidium",,"NOTUSED","POLYCOT","LEPTCON","LEPTCON",,"Polychidium contortum",11,"Henssen","Maritime woollybear","Maritime woollybear lichen",,,,"N","S","BC",23467,"spp",0,0,"POLYCON",11,
"2019pb","Tax update.",,"Collemat","LEPTCOO","LEPTCOO","LEPTCOO",,"Leptogium cookii",11,"D.F.Stone & Lendemer",,,,,,"N","U","BC",1136892,"spp",0,1,"LEPTCOO",9,
,,,"LOPHOCL","LEPTCUN","LEPTCUN","LEPTCUN",,"Leptoscyphus cuneifolius",10,"(Hook.) Mitt.",,,,,,"N","X",,21656,"spp",0,0,"LEPTCUN",12,
,,,"Collemat","LEPTCYA","LEPTCYA","LEPTCYA",,"Leptogium cyanescens",11,"(Rabenh.) Körber","blue-blue vinyl","blue-blue vinyl lichen","blue jellyskin lichen",,,"N","U","BC",23026,"spp",0,1,"LEPTCYA",9,
"2019pb","Taxonomy update",,"NOTUSED","LEPTDEN","LEPTDEN","LEPTDEN",,"Leptogidium dendriscum",11,"(Nyl.) Nyl.","inland woollybear","inland woollybear lichen",,,,"N","U","BC",1152946,"spp",0,0,"LEPTDEN",11,
"2019pb","Now syn of Leptogidium",,"NOTUSED","POLYDEN","LEPTDEN","LEPTDEN",,"Polychidium dendriscum",11,"(Nyl.) Henssen","inland woollybear","inland woollybear lichen",,,,"N","S","BC",23468,"spp",0,0,"POLYDEN",11,
,,,"LEJEUNA","LEPTELL","LEPTELL","LEPTELL",,"Leptolejeunea elliptica",10,"(Lehm. & Lindenb.) Schiffn.",,,,,,"N","X",,21654,"spp",0,0,"LEPTELL",13,
"2019pb","Addition, 2018 review",,,"LEPTEPI","LEPTEPI","LEPTEPI",,"Leptorhaphis epidermidis ",15,"(Ach.) Th.Fr.",,,,,,"N","U","BC",1137830,"spp",0,1,"LEPTEPI",12,
"2006","excluded",,"POACEAE","LEPTFAS","LEPTFAS","LEPTFAS",,"Leptochloa fascicularis",6,"(Lam.) A. Gray","sprangletop","sprangletop",,,,,"X","BC",15885,"spp",0,1,"LEPTFAS",10,
,,,"Collemat","LEPTGEL","LEPTGEL","LEPTGEL",,"Leptogium gelatinosum",11,"(With.) J. R. Laundon","rose-petalled vinyl","rose-petalled vinyl lichen",,,,"N","U","BC",23028,"spp",0,1,"LEPTGEL",9,
,,,"Collemat","LEPTSIN","LEPTGEL","LEPTGEL",,"Leptogium sinuatum",11,"(Hudson) A. Massal.",,,,,,,"S","BC",23036,"spp",0,0,"LEPTSIN",9,
"2009","new native","POLEMOI","POLEMOI","LEPTHAR","LEPTHAR","LEPTHAR",,"Leptosiphon harknessii",7,"(Curran) J.M.  Porter & L.A. Johnson","Harkness' flaxflower","Harkness' flaxflower",,,,"N","U","BC",25042,"spp",0,1,"LEPTHAR",11,
"2006, 2020pb","excluded, I changed to syn, Vascan agrees",,"POLEMOI","LINAHAR","LEPTHAR","LEPTHAR",,"Linanthus harknessii",7,"(Curran) Greene","Harkness' linanthus","Harkness' linanthus",,,,,"S","BC",18378,"spp",0,1,"LINAHAR",9,
"2019pb","now syn of LEPTHIR",,"Collemat","LEPTBUN1","LEPTHIR","LEPTHIR",,"Leptogium burnetiae var. hirsutum",11,"(Sierk) P. M. Jørg.","peppered vinyl","peppered vinyl lichen",,,,"N","S","BC",23023,"var",0,1,"LEPTBUR",9,
"2019pb","Tax update but excluded for now.",,"Collemat","LEPTHIR","LEPTHIR","LEPTHIR",,"Leptogium hirsutum",11,"Sierk",,,,,,"N","X","BC",1136889,"spp",0,0,"LEPTHIR",9,
,,,"AMBLYSE","AMBLHUM","LEPTHUM","LEPTHUM",,"Amblystegium humile",9,"(P. Beauv.) Crundw.",,,,,,,"S","BC",19957,"spp",0,0,"AMBLHUM",12,
,,,"AMBLYSE","LEPTHUM","LEPTHUM","LEPTHUM",,"Leptodictyum humile",9,"(P. Beauv.) Ochyra","constricted feathermoss","constricted trailing moss",,,,"N","U","BC",20589,"spp",0,1,"LEPTHUM",12,
,,,"AMBLYSE","LEPTTRI","LEPTHUM","LEPTHUM",,"Leptodictyum trichopodium",9,"(Schultz) Warnst.",,,,,,,"S","BC",20594,"spp",0,0,"LEPTTRI",12,
"2014","Added",,"Collemat","LEPTIMB","LEPTIMB","LEPTIMB",,"Leptogium imbricatum",11,"P.M. Jørg.","roofer's vinyl","roofer's vinyl lichen",,,,"N","U","BC",1135688,"spp",0,1,"LEPTIMB",9,
"2019pb","new taxonomy. Excluded for now",,"COLLEMAT","LEPTINS","LEPTINS","LEPTINS",,"Leptogium insigne",11,"P.M. Jørg. & Tønsberg","jujube vinyl","jujube vinyl lichen","jujube jellyskin lichen",,,"N","X","BC",1152941,"spp",0,0,"LEPTINS",9,
"2014","Added",,"Collemat","LEPTINT","LEPTINT","LEPTINT",,"Leptogium intermedium",11,"(Arnold) Arnold","fourty-five vinyl","fourty-five vinyl lichen",,,,"N","U","BC",1135689,"spp",0,1,"LEPTINT",9,
,,,"Collemat","LEPTLIC","LEPTLIC","LEPTLIC",,"Leptogium lichenoides",11,"(L.) Zahlbr.","tattered vinyl","tattered vinyl lichen",,,,"N","U","BC",23029,"spp",0,1,"LEPTLIC",9,
"2009","new native","POLEMOI","POLEMOI","LEPTMII","LEPTMII","LEPTMII",,"Leptosiphon minimus",7,"(H. Mason) R. Battaglia","true babystars","babystars flaxflower",,,,"N","U","BC",25049,"spp",0,1,"LEPTMIN",11,
"2009","now synonym",,"POLEMOI","LINABIC","LEPTMII","LEPTMII",,"Linanthus bicolor",7,"(Nutt.) Greene",,,,,,,"S","BC",18377,"spp",0,0,"LINABIC",9,
"2019pb","Tax update. Added  but excluded for now",,"Collemat","LEPTNAN","LEPTNAN","LEPTNAN",,"Leptogium nanum",11,"Herre",,,,,,"N","X","BC",1136893,"spp",0,0,"LEPTNAN",9,
